_id,Reported Date,Suburb - Incident,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence count
174234,24/12/2023,GLENELG EAST,5045,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174235,24/12/2023,GLENGOWRIE,5044,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174236,24/12/2023,GLEN OSMOND,5064,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174237,24/12/2023,GLENUNGA,5064,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174238,24/12/2023,GOLDEN GROVE,5125,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
174239,24/12/2023,GOODWOOD,5034,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174240,24/12/2023,GOODWOOD,5034,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174241,24/12/2023,HACKHAM,5163,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174242,24/12/2023,HACKHAM,5163,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174243,24/12/2023,HACKHAM,5163,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174244,24/12/2023,HACKHAM WEST,5163,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174245,24/12/2023,HECTORVILLE,5073,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174246,24/12/2023,HILLIER,5116,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174247,24/12/2023,HINDMARSH,5007,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174248,24/12/2023,HINDMARSH,5007,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174249,24/12/2023,HOPE VALLEY,5090,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174250,24/12/2023,HOPE VALLEY,5090,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174251,24/12/2023,HUMBUG SCRUB,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174252,24/12/2023,HUMBUG SCRUB,5114,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174253,24/12/2023,IWANTJA,0872,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174254,24/12/2023,JAMESTOWN,5491,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174255,24/12/2023,KALANGADOO,5278,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174256,24/12/2023,KENT TOWN,5067,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174257,24/12/2023,KILBURN,5084,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174258,24/12/2023,KILBURN,5084,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
174259,24/12/2023,KILBURN,5084,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
174260,24/12/2023,KILBURN,5084,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174261,24/12/2023,KINGSCOTE,5223,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174262,24/12/2023,KINGSCOTE,5223,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
174263,24/12/2023,KINGSTON SE,5275,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174264,24/12/2023,KLEMZIG,5087,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174265,24/12/2023,KURRALTA PARK,5037,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174266,24/12/2023,LIGHTSVIEW,5085,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174267,24/12/2023,LIGHTSVIEW,5085,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,3
174268,24/12/2023,LIGHTSVIEW,5085,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
174269,24/12/2023,LIGHTSVIEW,5085,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174270,24/12/2023,LYNDOCH,5351,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174271,24/12/2023,MAGILL,5072,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,3
174272,24/12/2023,MAGILL,5072,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
174273,24/12/2023,MANSFIELD PARK,5012,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174274,24/12/2023,MARION,5043,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174275,24/12/2023,MARLESTON,5033,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
174276,24/12/2023,MARLESTON,5033,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174277,24/12/2023,MASLIN BEACH,5170,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174278,24/12/2023,MAWSON LAKES,5095,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,3
174279,24/12/2023,MAWSON LAKES,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174280,24/12/2023,MAWSON LAKES,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174281,24/12/2023,MELROSE PARK,5039,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174282,24/12/2023,MELROSE PARK,5039,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174283,24/12/2023,MILE END SOUTH,5031,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174284,24/12/2023,MILLSWOOD,5034,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174285,24/12/2023,MITCHELL PARK,5043,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174286,24/12/2023,MOCULTA,5353,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174287,24/12/2023,MODBURY,5092,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174288,24/12/2023,MODBURY,5092,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,2
174289,24/12/2023,MODBURY,5092,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,2
174290,24/12/2023,MODBURY HEIGHTS,5092,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174291,24/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174292,24/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
174293,24/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174294,24/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
174295,24/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
174296,24/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174297,24/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174298,24/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174299,24/12/2023,MOUNT BARKER,5251,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174300,24/12/2023,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174301,24/12/2023,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174302,24/12/2023,MOUNT GAMBIER,5290,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174303,24/12/2023,MURRAY BRIDGE,5253,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
174304,24/12/2023,MYRTLE BANK,5064,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174305,24/12/2023,NEW RESIDENCE,5333,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174306,24/12/2023,NEWTON,5074,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174307,24/12/2023,NEWTON,5074,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174308,24/12/2023,NOARLUNGA CENTRE,5168,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174309,24/12/2023,NORTH ADELAIDE,5006,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174310,24/12/2023,NORTH ADELAIDE,5006,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174311,24/12/2023,NORTHFIELD,5085,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174312,24/12/2023,NORTHGATE,5085,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174313,24/12/2023,NORTH HAVEN,5018,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174314,24/12/2023,NORTH HAVEN,5018,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174315,24/12/2023,NORWOOD,5067,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174316,24/12/2023,NORWOOD,5067,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174317,24/12/2023,NORWOOD,5067,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
174318,24/12/2023,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL ASSAULT AND RELATED OFFENCES,Non-aggravated sexual assault,3
174319,24/12/2023,NOVAR GARDENS,5040,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174320,24/12/2023,OAKDEN,5086,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174321,24/12/2023,OAKDEN,5086,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174322,24/12/2023,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174323,24/12/2023,OAKLANDS PARK,5046,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174324,24/12/2023,OLD NOARLUNGA,5168,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174325,24/12/2023,OLD REYNELLA,5161,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174326,24/12/2023,OLD REYNELLA,5161,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174327,24/12/2023,PARADISE,5075,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
174328,24/12/2023,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174329,24/12/2023,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174330,24/12/2023,PARK HOLME,5043,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174331,24/12/2023,PARKSIDE,5063,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174332,24/12/2023,PHILLIP,,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174333,24/12/2023,PLYMPTON,5038,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
174334,24/12/2023,PORT ADELAIDE,5015,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
174335,24/12/2023,PORT ADELAIDE,5015,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174336,24/12/2023,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174337,24/12/2023,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174338,24/12/2023,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
174339,24/12/2023,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1
174340,24/12/2023,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174341,24/12/2023,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
174342,24/12/2023,PORT PIRIE,5540,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174343,24/12/2023,PROSPECT,5082,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3
174344,24/12/2023,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174345,24/12/2023,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174346,24/12/2023,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174347,24/12/2023,QUEENSTOWN,5014,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
174348,24/12/2023,QUEENSTOWN,5014,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174349,24/12/2023,QUEENSTOWN,5014,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174350,24/12/2023,RENMARK,5341,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3
174351,24/12/2023,RENMARK,5341,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174352,24/12/2023,RENOWN PARK,5008,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174353,24/12/2023,REYNELLA,5161,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174354,24/12/2023,RIDGEHAVEN,5097,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174355,24/12/2023,RIDLEYTON,5008,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174356,24/12/2023,RISDON PARK SOUTH,5540,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
174357,24/12/2023,ROYAL PARK,5014,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174358,24/12/2023,SALISBURY,5108,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174359,24/12/2023,SALISBURY,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174360,24/12/2023,SALISBURY EAST,5109,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174361,24/12/2023,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174362,24/12/2023,SEACLIFF PARK,5049,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174363,24/12/2023,SEACOMBE GARDENS,5047,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174364,24/12/2023,SEACOMBE GARDENS,5047,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174365,24/12/2023,SEAFORD,5169,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174366,24/12/2023,SEAFORD,5169,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
174367,24/12/2023,SEAFORD,5169,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174368,24/12/2023,SEAFORD,5169,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174369,24/12/2023,SEAFORD,5169,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174370,24/12/2023,SEAFORD RISE,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174371,24/12/2023,SEFTON PARK,5083,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174372,24/12/2023,SEMAPHORE,5019,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
174373,24/12/2023,SEMAPHORE,5019,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174374,24/12/2023,SEMAPHORE PARK,5019,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
174375,24/12/2023,SEMAPHORE PARK,5019,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
174376,24/12/2023,SEMAPHORE PARK,5019,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174377,24/12/2023,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174378,24/12/2023,SMITHFIELD PLAINS,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
174379,24/12/2023,SMITHFIELD PLAINS,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
174380,24/12/2023,SOUTH PLYMPTON,5038,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174381,24/12/2023,ST AGNES,5097,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174382,24/12/2023,STIRLING NORTH,5710,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174383,24/12/2023,STIRLING NORTH,5710,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
174384,24/12/2023,ST MARYS,5042,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174385,24/12/2023,ST MARYS,5042,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174386,24/12/2023,STRATHALBYN,5255,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
174387,24/12/2023,STRATHALBYN,5255,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174388,24/12/2023,STREAKY BAY,5680,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2
174389,24/12/2023,TAPEROO,5017,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174390,24/12/2023,TEA TREE GULLY,5091,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3
174391,24/12/2023,TEA TREE GULLY,5091,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
174392,24/12/2023,THEBARTON,5031,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174393,24/12/2023,TORRENSVILLE,5031,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174394,24/12/2023,TORRENSVILLE,5031,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,2
174395,24/12/2023,TORRENSVILLE,5031,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174396,24/12/2023,TORRENSVILLE,5031,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174397,24/12/2023,TRURO,5356,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174398,24/12/2023,UNDERDALE,5032,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174399,24/12/2023,UNLEY,5061,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
174400,24/12/2023,UNLEY,5061,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174401,24/12/2023,VALLEY VIEW,5093,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174402,24/12/2023,VICTOR HARBOR,5211,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174403,24/12/2023,VICTOR HARBOR,5211,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174404,24/12/2023,WAIKERIE,5330,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174405,24/12/2023,WARRADALE,5046,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174406,24/12/2023,WEST BEACH,5024,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
174407,24/12/2023,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174408,24/12/2023,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
174409,24/12/2023,WHYALLA NORRIE,5608,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174410,24/12/2023,WHYALLA STUART,5608,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174411,24/12/2023,WHYALLA STUART,5608,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174412,24/12/2023,WHYALLA STUART,5608,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174413,24/12/2023,WINDSOR,5501,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174414,24/12/2023,WINDSOR GARDENS,5087,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174415,24/12/2023,WOODVILLE WEST,5011,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174416,25/12/2023,ABERFOYLE PARK,5159,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174417,25/12/2023,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4
174418,25/12/2023,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,3
174419,25/12/2023,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,3
174420,25/12/2023,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174421,25/12/2023,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,3
174422,25/12/2023,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,7
174423,25/12/2023,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2
174424,25/12/2023,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
174425,25/12/2023,ALBERTON,5014,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174426,25/12/2023,ALDINGA BEACH,5173,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
